Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
4623,1888,66,340,8,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,1590,33,214,4,15,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,2693,50,528,8,14,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,1448,50,340,4,15,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,1195,25,214,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,2078,50,340,4,17,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,3394,50,1000,24,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,2199,66,730,8,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,1199,33,340,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,3454,66,1000,24,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,2318,66,528,8,17,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,1795,66,340,4,14,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,2599,66,527,16,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,2794,50,720,16,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,3349,100,728,8,14,no,no,no,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,1745,50,214,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,2390,66,528,8,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,1818,66,340,4,17,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,2049,66,420,8,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,3104,33,1000,24,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,2545,50,720,16,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,1249,25,100,4,14,no,no,no,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,1725,33,340,4,14,no,no,no,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4646,3928,100,728,8,15,no,no,no,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,2354,66,528,8,14,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,1995,66,214,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,2988,33,270,4,17,no,no,no,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,2895,100,528,16,14,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,2940,33,1000,24,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,1399,33,210,4,14,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,1595,50,340,4,14,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,2699,66,527,16,15,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,1994,50,214,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,2840,33,720,16,17,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,1488,66,340,4,15,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,2318,66,428,8,17,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,1840,50,214,4,15,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,1099,33,340,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,1238,33,250,2,15,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,3644,66,1000,24,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,3290,33,1000,24,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,1989,33,270,4,14,no,no,no,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,1499,33,210,4,14,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,1579,66,212,4,15,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,1475,33,200,4,14,no,no,no,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,1708,66,540,4,14,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,2845,33,1000,24,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,1744,33,214,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,1195,25,128,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,2540,33,720,16,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,1595,50,340,8,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,1149,33,250,2,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,2099,66,420,8,14,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,2943,66,720,16,15,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,2078,33,340,4,17,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,2534,66,730,8,17,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,1645,33,214,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,2090,33,1000,8,14,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,1395,25,340,8,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,2099,66,420,8,14,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,1618,33,340,4,17,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,2099,33,212,8,14,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,2044,33,528,8,14,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,4348,100,728,8,17,no,no,no,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,2004,33,528,8,14,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,1554,33,214,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,1945,66,340,4,14,yes,yes,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,3440,33,1000,24,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,1894,33,214,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,1359,33,340,4,14,no,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,2690,33,720,16,17,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,2040,33,528,8,15,yes,no,yes,205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,3768,100,728,8,15,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,3244,33,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,1899,66,420,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,1740,50,214,4,15,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,1590,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,2940,33,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,3189,100,728,8,14,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,1899,66,425,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,2495,66,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,2295,33,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,2690,33,720,16,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,1945,33,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,1890,33,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,2845,100,528,16,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,2445,50,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,2340,33,1000,24,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,1819,33,270,4,14,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,2445,33,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,2840,33,720,16,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,2398,33,270,4,15,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,2699,66,527,16,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,2040,50,528,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,2240,33,1000,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4718,2499,66,527,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,2194,50,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,2643,66,720,16,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,2504,50,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,1999,66,540,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723,2199,66,528,8,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,2554,66,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,1395,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,2240,50,1000,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,1554,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,1695,66,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,3143,50,1000,24,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,3244,50,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,2694,50,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,2593,50,720,16,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,1740,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,2004,33,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,1590,33,214,4,15,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,1595,33,340,8,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,1099,33,340,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,2443,33,528,8,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,3090,33,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,2904,33,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,1595,50,340,8,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,1944,66,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,1995,66,420,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,2993,33,1000,24,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,2593,33,720,16,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,2049,66,420,8,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,1999,66,527,8,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,1349,33,270,4,14,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,2399,66,527,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,2593,50,528,8,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,1299,33,340,4,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,1799,66,420,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,2599,66,527,16,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,2845,33,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,1999,66,420,8,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,4188,100,728,8,17,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,1499,50,545,4,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,3143,33,1000,24,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,3394,66,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,1195,25,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,2004,50,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,1395,50,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,1495,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,1599,66,340,8,15,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,1549,33,210,4,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,1945,50,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,2040,33,528,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,3104,66,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,2090,66,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,3193,66,1000,24,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,2054,66,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,2445,66,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,1704,50,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,2890,66,720,16,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,2199,66,730,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,2995,50,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,1999,66,720,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,1795,33,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,3240,33,1000,24,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,1395,25,340,8,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,1945,50,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,1704,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,1445,66,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,2195,66,420,8,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,2244,66,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,3440,66,1000,24,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,2040,33,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,1999,66,420,8,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,2590,66,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,1949,66,420,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,1899,66,420,8,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,1599,33,540,4,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,2290,66,1000,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,2694,33,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,1199,33,428,4,15,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,3045,66,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,1299,33,428,4,15,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,2744,66,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,1529,33,420,4,14,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,1799,66,545,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,2308,66,730,8,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,2643,66,528,8,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,1645,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,1499,33,340,4,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,1854,33,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,1408,33,340,4,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,2840,50,720,16,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,2995,33,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,1744,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,1799,66,212,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,1740,33,214,4,15,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,2249,66,270,8,14,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,1299,33,210,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,1790,66,214,4,15,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,1199,33,210,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,1645,50,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,2593,33,528,8,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,1499,33,428,4,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,1740,50,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,2495,66,810,16,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,1995,66,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,2544,33,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,1899,66,527,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,1999,66,545,8,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,1890,33,528,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,2040,50,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,1708,66,540,4,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,1499,33,210,4,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,3094,33,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,2044,33,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,1790,66,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,2145,66,420,8,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,1894,50,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,3054,50,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,3054,33,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,2899,66,1000,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,1995,66,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,3090,50,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,2354,33,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,1894,33,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,2194,33,528,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,2390,33,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,1349,33,210,4,15,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,1399,33,210,4,14,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,2504,33,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,1645,66,340,8,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,2390,50,1000,24,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,2534,66,730,8,17,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,3140,66,1000,24,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,2090,33,1000,8,14,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,2443,33,720,16,15,yes,yes,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,2540,50,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,1754,66,214,4,14,no,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,2818,33,270,4,17,no,no,no,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,2540,33,720,16,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,2090,66,528,8,15,yes,no,yes,162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,2940,33,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,2304,33,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,2440,33,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,1769,66,540,8,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,2494,33,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,3043,66,1000,24,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,1195,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,1545,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,1840,33,528,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,1940,33,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,1299,33,428,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,1709,50,540,8,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,2340,33,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,2245,33,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,1299,33,340,4,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,1868,66,425,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,3094,33,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,1859,66,540,8,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,1299,33,212,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,2399,66,730,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,1999,66,720,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,1669,66,425,8,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,1999,66,545,8,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,2598,66,730,16,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,1690,66,214,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
